個案研判日,縣市別,區域,新增確診人數,累計確診人數
2023-02-13,南投縣,全區,335,159161
2023-02-13,台中市,全區,2434,1205373
2023-02-13,台北市,全區,1714,978887
2023-02-13,台南市,全區,1770,700270
2023-02-13,台東縣,全區,126,77854
2023-02-13,嘉義市,全區,210,94384
2023-02-13,嘉義縣,全區,326,147516
2023-02-13,基隆市,全區,334,176726
2023-02-13,境外移入,全區,304,52380
2023-02-13,宜蘭縣,全區,488,190012
2023-02-13,屏東縣,全區,529,270983
2023-02-13,彰化縣,全區,981,464011
2023-02-13,新北市,全區,3877,2031824
2023-02-13,新竹市,全區,454,220340
2023-02-13,新竹縣,全區,573,274046
2023-02-13,桃園市,全區,2049,1076999
2023-02-13,澎湖縣,全區,53,27336
2023-02-13,花蓮縣,全區,289,142894
2023-02-13,苗栗縣,全區,517,221921
2023-02-13,連江縣,全區,10,3962
2023-02-13,金門縣,全區,50,25992
2023-02-13,雲林縣,全區,471,201186
2023-02-13,高雄市,全區,2614,1097964
2023-02-12,南投縣,全區,206,158826
2023-02-12,台中市,全區,1513,1202939
2023-02-12,台北市,全區,1012,977173
2023-02-12,台南市,全區,1003,698500
2023-02-12,台東縣,全區,65,77728
2023-02-12,嘉義市,全區,111,94174
2023-02-12,嘉義縣,全區,135,147190
2023-02-12,基隆市,全區,268,176392
2023-02-12,境外移入,全區,183,52076
2023-02-12,宜蘭縣,全區,226,189524
2023-02-12,屏東縣,全區,318,270454
2023-02-12,彰化縣,全區,609,463030
2023-02-12,新北市,全區,2455,2027947
2023-02-12,新竹市,全區,255,219886
2023-02-12,新竹縣,全區,406,273473
2023-02-12,桃園市,全區,1535,1074950
2023-02-12,澎湖縣,全區,51,27283
2023-02-12,花蓮縣,全區,175,142605
2023-02-12,苗栗縣,全區,289,221404
2023-02-12,連江縣,全區,6,3952
2023-02-12,金門縣,全區,29,25942
2023-02-12,雲林縣,全區,225,200715
2023-02-12,高雄市,全區,1575,1095350
2023-02-11,南投縣,全區,226,158620
2023-02-11,台中市,全區,2013,1201426
2023-02-11,台北市,全區,1489,976161
2023-02-11,台南市,全區,1507,697497
2023-02-11,台東縣,全區,97,77663
2023-02-11,嘉義市,全區,157,94063
2023-02-11,嘉義縣,全區,250,147055
2023-02-11,基隆市,全區,361,176124
2023-02-11,境外移入,全區,237,51893
2023-02-11,宜蘭縣,全區,437,189298
2023-02-11,屏東縣,全區,432,270136
2023-02-11,彰化縣,全區,790,462421
2023-02-11,新北市,全區,3288,2025492
2023-02-11,新竹市,全區,433,219631
2023-02-11,新竹縣,全區,523,273067
2023-02-11,桃園市,全區,1887,1073415
2023-02-11,澎湖縣,全區,35,27232
2023-02-11,花蓮縣,全區,210,142430
2023-02-11,苗栗縣,全區,359,221115
2023-02-11,連江縣,全區,6,3946
2023-02-11,金門縣,全區,45,25913
2023-02-11,雲林縣,全區,369,200490
2023-02-11,高雄市,全區,2031,1093775
2023-02-10,南投縣,全區,262,158394
2023-02-10,台中市,全區,2227,1199413
2023-02-10,台北市,全區,1628,974672
2023-02-10,台南市,全區,1440,695990
2023-02-10,台東縣,全區,98,77566
2023-02-10,嘉義市,全區,159,93906
2023-02-10,嘉義縣,全區,239,146805
2023-02-10,基隆市,全區,328,175763
2023-02-10,境外移入,全區,243,51656
2023-02-10,宜蘭縣,全區,372,188861
2023-02-10,屏東縣,全區,470,269704
2023-02-10,彰化縣,全區,851,461631
2023-02-10,新北市,全區,3585,2022204
2023-02-10,新竹市,全區,440,219198
2023-02-10,新竹縣,全區,497,272544
2023-02-10,桃園市,全區,2029,1071528
2023-02-10,澎湖縣,全區,57,27197
2023-02-10,花蓮縣,全區,239,142220
2023-02-10,苗栗縣,全區,385,220756
2023-02-10,連江縣,全區,5,3940
2023-02-10,金門縣,全區,25,25868
2023-02-10,雲林縣,全區,380,200121
2023-02-10,高雄市,全區,2334,1091744
2023-02-09,南投縣,全區,339,158132
2023-02-09,台中市,全區,2302,1197186
2023-02-09,台北市,全區,1754,973044
2023-02-09,台南市,全區,1577,694550
2023-02-09,台東縣,全區,136,77468
2023-02-09,嘉義市,全區,157,93747
2023-02-09,嘉義縣,全區,261,146566
2023-02-09,基隆市,全區,375,175435
2023-02-09,境外移入,全區,258,51413
2023-02-09,宜蘭縣,全區,388,188489
2023-02-09,屏東縣,全區,519,269234
2023-02-09,彰化縣,全區,808,460780
2023-02-09,新北市,全區,3908,2018619
2023-02-09,新竹市,全區,489,218758
2023-02-09,新竹縣,全區,656,272047
2023-02-09,桃園市,全區,2286,1069499
2023-02-09,澎湖縣,全區,52,27140
2023-02-09,花蓮縣,全區,240,141981
2023-02-09,苗栗縣,全區,422,220371
2023-02-09,連江縣,全區,2,3935
2023-02-09,金門縣,全區,35,25843
2023-02-09,雲林縣,全區,352,199741
2023-02-09,高雄市,全區,2305,1089410
2023-02-08,南投縣,全區,315,157793
2023-02-08,台中市,全區,2567,1194884
2023-02-08,台北市,全區,1836,971290
2023-02-08,台南市,全區,1728,692973
2023-02-08,台東縣,全區,119,77332
2023-02-08,嘉義市,全區,192,93590
2023-02-08,嘉義縣,全區,233,146305
2023-02-08,基隆市,全區,426,175060
2023-02-08,境外移入,全區,288,51155
2023-02-08,宜蘭縣,全區,419,188101
2023-02-08,屏東縣,全區,476,268715
2023-02-08,彰化縣,全區,945,459972
2023-02-08,新北市,全區,4119,2014711
2023-02-08,新竹市,全區,540,218269
2023-02-08,新竹縣,全區,662,271391
2023-02-08,桃園市,全區,2289,1067213
2023-02-08,澎湖縣,全區,44,27088
2023-02-08,花蓮縣,全區,239,141741
2023-02-08,苗栗縣,全區,452,219949
2023-02-08,連江縣,全區,8,3933
2023-02-08,金門縣,全區,40,25808
2023-02-08,雲林縣,全區,405,199389
2023-02-08,高雄市,全區,2569,1087105
2023-02-07,南投縣,全區,412,157478
2023-02-07,台中市,全區,2901,1192317
2023-02-07,台北市,全區,2149,969454
2023-02-07,台南市,全區,1857,691245
2023-02-07,台東縣,全區,137,77213
2023-02-07,嘉義市,全區,206,93398
2023-02-07,嘉義縣,全區,268,146072
2023-02-07,基隆市,全區,519,174634
2023-02-07,境外移入,全區,296,50867
2023-02-07,宜蘭縣,全區,502,187682
2023-02-07,屏東縣,全區,632,268239
2023-02-07,彰化縣,全區,1106,459027
2023-02-07,新北市,全區,4764,2010592
2023-02-07,新竹市,全區,602,217729
2023-02-07,新竹縣,全區,757,270729
2023-02-07,桃園市,全區,2778,1064924
2023-02-07,澎湖縣,全區,50,27044
2023-02-07,花蓮縣,全區,293,141502
2023-02-07,苗栗縣,全區,573,219497
2023-02-07,連江縣,全區,8,3925
2023-02-07,金門縣,全區,47,25768
2023-02-07,雲林縣,全區,438,198984
2023-02-07,高雄市,全區,2941,1084536
2023-02-06,南投縣,全區,342,157066
2023-02-06,台中市,全區,2962,1189416
2023-02-06,台北市,全區,1975,967305
2023-02-06,台南市,全區,1969,689388
2023-02-06,台東縣,全區,152,77076
2023-02-06,嘉義市,全區,215,93192
2023-02-06,嘉義縣,全區,349,145804
2023-02-06,基隆市,全區,355,174115
2023-02-06,境外移入,全區,299,50571
2023-02-06,宜蘭縣,全區,567,187180
2023-02-06,屏東縣,全區,636,267607
2023-02-06,彰化縣,全區,1068,457921
2023-02-06,新北市,全區,4498,2005828
2023-02-06,新竹市,全區,520,217127
2023-02-06,新竹縣,全區,658,269972
2023-02-06,桃園市,全區,2279,1062146
2023-02-06,澎湖縣,全區,53,26994
2023-02-06,花蓮縣,全區,288,141209
2023-02-06,苗栗縣,全區,648,218924
2023-02-06,連江縣,全區,6,3917
2023-02-06,金門縣,全區,56,25721
2023-02-06,雲林縣,全區,485,198546
2023-02-06,高雄市,全區,3005,1081595
2023-02-05,南投縣,全區,284,156724
2023-02-05,台中市,全區,1944,1186454
2023-02-05,台北市,全區,1323,965330
2023-02-05,台南市,全區,1223,687419
2023-02-05,台東縣,全區,74,76924
2023-02-05,嘉義市,全區,128,92977
2023-02-05,嘉義縣,全區,194,145455
2023-02-05,基隆市,全區,314,173760
2023-02-05,境外移入,全區,226,50272
2023-02-05,宜蘭縣,全區,270,186613
2023-02-05,屏東縣,全區,405,266971
2023-02-05,彰化縣,全區,819,456853
2023-02-05,新北市,全區,3213,2001330
2023-02-05,新竹市,全區,413,216607
2023-02-05,新竹縣,全區,582,269314
2023-02-05,桃園市,全區,2161,1059867
2023-02-05,澎湖縣,全區,40,26941
2023-02-05,花蓮縣,全區,188,140921
2023-02-05,苗栗縣,全區,485,218276
2023-02-05,連江縣,全區,4,3911
2023-02-05,金門縣,全區,42,25665
2023-02-05,雲林縣,全區,260,198061
2023-02-05,高雄市,全區,2040,1078590
2023-02-04,南投縣,全區,365,156440
2023-02-04,台中市,全區,2759,1184510
2023-02-04,台北市,全區,2095,964007
2023-02-04,台南市,全區,1743,686196
2023-02-04,台東縣,全區,160,76850
2023-02-04,嘉義市,全區,193,92849
2023-02-04,嘉義縣,全區,281,145261
2023-02-04,基隆市,全區,447,173446
2023-02-04,境外移入,全區,347,50046
2023-02-04,宜蘭縣,全區,470,186343
2023-02-04,屏東縣,全區,594,266566
2023-02-04,彰化縣,全區,1045,456034
2023-02-04,新北市,全區,4510,1998117
2023-02-04,新竹市,全區,591,216194
2023-02-04,新竹縣,全區,685,268732
2023-02-04,桃園市,全區,2622,1057706
2023-02-04,澎湖縣,全區,48,26901
2023-02-04,花蓮縣,全區,325,140733
2023-02-04,苗栗縣,全區,518,217791
2023-02-04,連江縣,全區,7,3907
2023-02-04,金門縣,全區,52,25623
2023-02-04,雲林縣,全區,395,197801
2023-02-04,高雄市,全區,2729,1076550
2023-02-03,南投縣,全區,394,156075
2023-02-03,台中市,全區,2909,1181751
2023-02-03,台北市,全區,1972,961912
2023-02-03,台南市,全區,1841,684453
2023-02-03,台東縣,全區,158,76690
2023-02-03,嘉義市,全區,187,92656
2023-02-03,嘉義縣,全區,276,144980
2023-02-03,基隆市,全區,470,172999
2023-02-03,境外移入,全區,339,49699
2023-02-03,宜蘭縣,全區,520,185873
2023-02-03,屏東縣,全區,561,265972
2023-02-03,彰化縣,全區,1212,454989
2023-02-03,新北市,全區,4425,1993607
2023-02-03,新竹市,全區,561,215603
2023-02-03,新竹縣,全區,785,268047
2023-02-03,桃園市,全區,2646,1055084
2023-02-03,澎湖縣,全區,59,26853
2023-02-03,花蓮縣,全區,447,140408
2023-02-03,苗栗縣,全區,565,217273
2023-02-03,連江縣,全區,6,3900
2023-02-03,金門縣,全區,61,25571
2023-02-03,雲林縣,全區,388,197406
2023-02-03,高雄市,全區,2951,1073821
2023-02-02,南投縣,全區,373,155681
2023-02-02,台中市,全區,3122,1178842
2023-02-02,台北市,全區,1976,959940
2023-02-02,台南市,全區,2066,682612
2023-02-02,台東縣,全區,215,76532
2023-02-02,嘉義市,全區,208,92469
2023-02-02,嘉義縣,全區,331,144704
2023-02-02,基隆市,全區,474,172529
2023-02-02,境外移入,全區,321,49360
2023-02-02,宜蘭縣,全區,537,185353
2023-02-02,屏東縣,全區,584,265411
2023-02-02,彰化縣,全區,1174,453777
2023-02-02,新北市,全區,5020,1989182
2023-02-02,新竹市,全區,593,215042
2023-02-02,新竹縣,全區,823,267262
2023-02-02,桃園市,全區,2886,1052438
2023-02-02,澎湖縣,全區,72,26794
2023-02-02,花蓮縣,全區,337,139961
2023-02-02,苗栗縣,全區,615,216708
2023-02-02,連江縣,全區,6,3894
2023-02-02,金門縣,全區,66,25510
2023-02-02,雲林縣,全區,504,197018
2023-02-02,高雄市,全區,3156,1070870
2023-02-01,南投縣,全區,402,155308
2023-02-01,台中市,全區,3209,1175720
2023-02-01,台北市,全區,2373,957964
2023-02-01,台南市,全區,2207,680546
2023-02-01,台東縣,全區,179,76317
2023-02-01,嘉義市,全區,237,92261
2023-02-01,嘉義縣,全區,368,144373
2023-02-01,基隆市,全區,544,172055
2023-02-01,境外移入,全區,239,49039
2023-02-01,宜蘭縣,全區,549,184816
2023-02-01,屏東縣,全區,627,264827
2023-02-01,彰化縣,全區,1285,452603
2023-02-01,新北市,全區,5249,1984162
2023-02-01,新竹市,全區,597,214449
2023-02-01,新竹縣,全區,830,266439
2023-02-01,桃園市,全區,3035,1049552
2023-02-01,澎湖縣,全區,62,26722
2023-02-01,花蓮縣,全區,437,139624
2023-02-01,苗栗縣,全區,677,216093
2023-02-01,連江縣,全區,9,3888
2023-02-01,金門縣,全區,82,25444
2023-02-01,雲林縣,全區,529,196514
2023-02-01,高雄市,全區,3349,1067714
2023-01-31,南投縣,全區,433,154906
2023-01-31,台中市,全區,3960,1172511
2023-01-31,台北市,全區,2824,955591
2023-01-31,台南市,全區,2473,678339
2023-01-31,台東縣,全區,222,76138
2023-01-31,嘉義市,全區,261,92024
2023-01-31,嘉義縣,全區,403,144005
2023-01-31,基隆市,全區,630,171511
2023-01-31,境外移入,全區,244,48800
2023-01-31,宜蘭縣,全區,556,184267
2023-01-31,屏東縣,全區,754,264200
2023-01-31,彰化縣,全區,1350,451318
2023-01-31,新北市,全區,6224,1978913
2023-01-31,新竹市,全區,833,213852
2023-01-31,新竹縣,全區,1073,265609
2023-01-31,桃園市,全區,3898,1046517
2023-01-31,澎湖縣,全區,61,26660
2023-01-31,花蓮縣,全區,397,139187
2023-01-31,苗栗縣,全區,836,215416
2023-01-31,連江縣,全區,5,3879
2023-01-31,金門縣,全區,75,25362
2023-01-31,雲林縣,全區,603,195985
2023-01-31,高雄市,全區,3679,1064365
2023-01-30,南投縣,全區,480,154473
2023-01-30,台中市,全區,3982,1168551
2023-01-30,台北市,全區,2693,952767
2023-01-30,台南市,全區,2912,675866
2023-01-30,台東縣,全區,211,75916
2023-01-30,嘉義市,全區,267,91763
2023-01-30,嘉義縣,全區,489,143602
2023-01-30,基隆市,全區,486,170881
2023-01-30,境外移入,全區,200,48556
2023-01-30,宜蘭縣,全區,604,183711
2023-01-30,屏東縣,全區,825,263446
2023-01-30,彰化縣,全區,1505,449968
2023-01-30,新北市,全區,6010,1972689
2023-01-30,新竹市,全區,694,213019
2023-01-30,新竹縣,全區,976,264536
2023-01-30,桃園市,全區,3474,1042619
2023-01-30,澎湖縣,全區,101,26599
2023-01-30,花蓮縣,全區,449,138790
2023-01-30,苗栗縣,全區,905,214580
2023-01-30,連江縣,全區,9,3874
2023-01-30,金門縣,全區,109,25287
2023-01-30,雲林縣,全區,785,195382
2023-01-30,高雄市,全區,4103,1060686
2023-01-29,南投縣,全區,379,153993
2023-01-29,台中市,全區,2797,1164569
2023-01-29,台北市,全區,1863,950074
2023-01-29,台南市,全區,1585,672954
2023-01-29,台東縣,全區,148,75705
2023-01-29,嘉義市,全區,204,91496
2023-01-29,嘉義縣,全區,274,143113
2023-01-29,基隆市,全區,490,170395
2023-01-29,境外移入,全區,129,48356
2023-01-29,宜蘭縣,全區,365,183107
2023-01-29,屏東縣,全區,497,262621
2023-01-29,彰化縣,全區,975,448463
2023-01-29,新北市,全區,4241,1966679
2023-01-29,新竹市,全區,559,212325
2023-01-29,新竹縣,全區,900,263560
2023-01-29,桃園市,全區,2841,1039145
2023-01-29,澎湖縣,全區,72,26498
2023-01-29,花蓮縣,全區,277,138341
2023-01-29,苗栗縣,全區,614,213675
2023-01-29,連江縣,全區,5,3865
2023-01-29,金門縣,全區,92,25178
2023-01-29,雲林縣,全區,398,194597
2023-01-29,高雄市,全區,2582,1056583
2023-01-28,南投縣,全區,400,153614
2023-01-28,台中市,全區,3282,1161772
2023-01-28,台北市,全區,2265,948211
2023-01-28,台南市,全區,2185,671369
2023-01-28,台東縣,全區,155,75557
2023-01-28,嘉義市,全區,269,91292
2023-01-28,嘉義縣,全區,364,142839
2023-01-28,基隆市,全區,579,169905
2023-01-28,境外移入,全區,178,48227
2023-01-28,宜蘭縣,全區,473,182742
2023-01-28,屏東縣,全區,613,262124
2023-01-28,彰化縣,全區,1202,447488
2023-01-28,新北市,全區,5691,1962438
2023-01-28,新竹市,全區,751,211766
2023-01-28,新竹縣,全區,787,262660
2023-01-28,桃園市,全區,3179,1036304
2023-01-28,澎湖縣,全區,59,26426
2023-01-28,花蓮縣,全區,342,138064
2023-01-28,苗栗縣,全區,664,213061
2023-01-28,連江縣,全區,4,3860
2023-01-28,金門縣,全區,98,25086
2023-01-28,雲林縣,全區,511,194199
2023-01-28,高雄市,全區,3295,1054001
2023-01-27,南投縣,全區,424,153214
2023-01-27,台中市,全區,3109,1158490
2023-01-27,台北市,全區,2577,945946
2023-01-27,台南市,全區,2081,669184
2023-01-27,台東縣,全區,142,75402
2023-01-27,嘉義市,全區,227,91023
2023-01-27,嘉義縣,全區,386,142475
2023-01-27,基隆市,全區,544,169326
2023-01-27,境外移入,全區,223,48049
2023-01-27,宜蘭縣,全區,536,182269
2023-01-27,屏東縣,全區,567,261511
2023-01-27,彰化縣,全區,1145,446286
2023-01-27,新北市,全區,5400,1956747
2023-01-27,新竹市,全區,616,211015
2023-01-27,新竹縣,全區,859,261873
2023-01-27,桃園市,全區,3301,1033125
2023-01-27,澎湖縣,全區,72,26367
2023-01-27,花蓮縣,全區,343,137722
2023-01-27,苗栗縣,全區,696,212397
2023-01-27,連江縣,全區,4,3856
2023-01-27,金門縣,全區,86,24988
2023-01-27,雲林縣,全區,541,193688
2023-01-27,高雄市,全區,3550,1050706
2023-01-26,南投縣,全區,383,152790
2023-01-26,台中市,全區,2761,1155381
2023-01-26,台北市,全區,2320,943369
2023-01-26,台南市,全區,1916,667103
2023-01-26,台東縣,全區,135,75260
2023-01-26,嘉義市,全區,228,90796
2023-01-26,嘉義縣,全區,311,142089
2023-01-26,基隆市,全區,487,168782
2023-01-26,境外移入,全區,184,47826
2023-01-26,宜蘭縣,全區,437,181733
2023-01-26,屏東縣,全區,541,260944
2023-01-26,彰化縣,全區,1001,445141
2023-01-26,新北市,全區,5089,1951347
2023-01-26,新竹市,全區,525,210399
2023-01-26,新竹縣,全區,806,261014
2023-01-26,桃園市,全區,2826,1029824
2023-01-26,澎湖縣,全區,60,26295
2023-01-26,花蓮縣,全區,290,137379
2023-01-26,苗栗縣,全區,632,211701
2023-01-26,連江縣,全區,5,3852
2023-01-26,金門縣,全區,71,24902
2023-01-26,雲林縣,全區,475,193147
2023-01-26,高雄市,全區,2863,1047156
2023-01-25,南投縣,全區,273,152407
2023-01-25,台中市,全區,2347,1152620
2023-01-25,台北市,全區,1848,941049
2023-01-25,台南市,全區,1580,665187
2023-01-25,台東縣,全區,95,75125
2023-01-25,嘉義市,全區,178,90568
2023-01-25,嘉義縣,全區,258,141778
2023-01-25,基隆市,全區,397,168295
2023-01-25,境外移入,全區,178,47642
2023-01-25,宜蘭縣,全區,355,181296
2023-01-25,屏東縣,全區,417,260403
2023-01-25,彰化縣,全區,808,444140
2023-01-25,新北市,全區,3756,1946258
2023-01-25,新竹市,全區,431,209874
2023-01-25,新竹縣,全區,569,260208
2023-01-25,桃園市,全區,2102,1026998
2023-01-25,澎湖縣,全區,30,26235
2023-01-25,花蓮縣,全區,219,137089
2023-01-25,苗栗縣,全區,406,211069
2023-01-25,金門縣,全區,79,24831
2023-01-25,雲林縣,全區,368,192672
2023-01-25,高雄市,全區,2443,1044293
2023-01-24,南投縣,全區,270,152134
2023-01-24,台中市,全區,1783,1150273
2023-01-24,台北市,全區,1534,939201
2023-01-24,台南市,全區,1323,663607
2023-01-24,台東縣,全區,105,75030
2023-01-24,嘉義市,全區,165,90390
2023-01-24,嘉義縣,全區,238,141520
2023-01-24,基隆市,全區,307,167898
2023-01-24,境外移入,全區,134,47464
2023-01-24,宜蘭縣,全區,270,180941
2023-01-24,屏東縣,全區,384,259986
2023-01-24,彰化縣,全區,833,443332
2023-01-24,新北市,全區,3374,1942502
2023-01-24,新竹市,全區,409,209443
2023-01-24,新竹縣,全區,510,259639
2023-01-24,桃園市,全區,1854,1024896
2023-01-24,澎湖縣,全區,40,26205
2023-01-24,花蓮縣,全區,183,136870
2023-01-24,苗栗縣,全區,426,210663
2023-01-24,連江縣,全區,1,3847
2023-01-24,金門縣,全區,50,24752
2023-01-24,雲林縣,全區,356,192304
2023-01-24,高雄市,全區,1963,1041850
2023-01-23,南投縣,全區,250,151864
2023-01-23,台中市,全區,1750,1148490
2023-01-23,台北市,全區,1474,937667
2023-01-23,台南市,全區,1205,662284
2023-01-23,台東縣,全區,104,74925
2023-01-23,嘉義市,全區,154,90225
2023-01-23,嘉義縣,全區,202,141282
